"BAAN NUMBER", "SAP NUMBER", "MATERIAL DESCRIPTION", "PURCHASE ORDER TEXT"
"309400","1204286","DUPLEX RECEPTACLE 5242","125 VOLT  15AMP.      E7-S5"
"306418","1204287","BRUSHES FOR 36A167400AA","DC 1 HP MOTOR     D6-S4"
"306419","1204288","MOTOR BRUSH #S17956","FOR 20 HP G.E.      D6-S4"
"306420","1204289","MOTOR BRUSH 12-32-1101","FOR 1 HP DC MOTOR      D6-S4"
"518101","1204290","RESISTOR G3AP650 C-H","K4-S3"
"519128","1204291","2011-001-0004 XFMR460/230 3KVA","460/230-115 3 KVA TRANSFORMER       K5-FL"
"519129","1204292","ZENER DIODE ASSY IFA-B03491","K5-S4"
"519130","1204293","STARTER THYRISTOR 2022-800-013","STARTER THYRISTOR INVERTER      K5-S4"
"519131","1204294","THYRISTOR 77MM 3313-002-0001","THYRISTOR 77MM INVERTER(3 SCR PER SET)  K5-S11"
"519132","1204295","THYRISTOR 77MM 3313-001-0001","THYRISTOR 77MM RECTIFIER PLUS SNEHA10759"
"519133","1204296","INVERTER GATE SNEH-A00372 XFMR","INVERTER GATE PULSE                        K5-S4"
"519134","1204297","CHILLER 3313-005-0003","K5-S12"
"519135","1204298","GES9558046P0001","XFMR RECT GATE PULSE   K7-S8 REPLACES GES9558018P0001 & SNEH-A00451"
"523205","1204299","AGITATOR, AIR MOTOR 31-116","AGITATOR ASSY.       L4-S5"
"812550","1204300","ANTI FREEZE (CRUISE MASTER)","ANTI-FREEZE (6 GAL./CASE)  Q2-S3"
"416411","1204301","#E 1 3/4""TAPER LOCK BUSH.","BUSHING 1 3/4       H1-S7"
"408565","1204302","ACETYLENE FIG. P-602","2"" X 30 LBS. 1/4""B.      F1-S9"
"408520","1204303","ELECTRICAL TAPE #33","BLACK ELECTRICAL TAPE  Q4-S1"
"408521","1204304","SCOTCHFIL INSULATION PUTTY","INSULATION PUTTY       F1-S5"
"408523","1204305","51D PIPE JOINT","1 PINT      F1-S6"
"408524","1204306","DUCT TAPE 2"" X","60 YDS. ROLL     Q4-S2"
"413421","1204307","FITTING MISC. HYDRAULIC",""
"408526","1204308","FRICTION TAPE","FI-S6"
"414132","1204309","12456 SEAL","H9-S5"
"414138","1204310","17285 SEAL","H9-S4"
"414139","1204311","17443 SEAL","H9-S4"
"414144","1204312","21302 SEAL","H9-S4"
"414152","1204313","SEAL, OIL 42380","H9-S2"
"414153","1204314","SEAL, OIL 473211","H7-S2"
"414310","1204315","CYLINDER, 3.250X114MXO-PH-2","ROD NO THREADS SPECIAL **NEW REXROTH**        DOCK"
"414311","1204316","#TG16CWGR1AA16000 HYDRAULIC","CYLINDER T& J  W7-B1"
"412009","1204317","SHACKLE B3B 1/2""","SCREW-TYPE SHACKLE  G5-S4"
"412010","1204318","SHACKLE G-209 3/4"" SCREW PIN","#1018491     G5-S4"
"304126","1204319","FUSE FRS-4","C8-S2"
"304127","1204320","FUSE FRS-5","C8-S2"
"303353","1204321","LEDGER PLATE","(DUMP-UP--10250TJ37)      C6-S10"
"303354","1204322","KNOB, SELECTOR SWITCH","#CH10250TKB            C6-S9"
"304141","1204323","FUSE (NON-2)","C9-S9"
"304142","1204324","FUSE NON-3","C9-S9"
"303440","1204325","PUSHBUTTON OPERATOR E22E2A","EXTENDED HEAD-RED C-H      C6-S6"
"302689","1204326","CONTACT UNIT 31102-514-50","C3-S2"
"302690","1204327","CONTACT KIT, CH6-26-2","3 POLE, SIZE ""4"", SER. A1        C3-S1"
"302693","1204328","INTERLOCK,ELECTRICAL 9999-SX10","C3-S2"
"107203","1204329","PAINT, BEIGE 31-18 T","(POARCH & FLOOR ENAM        B8-CAB"
"107205","1204330","PAINT, VISTA GREEN SP3372","(QUICK DRY ENAM         B8-CAB"
"107206","1204331","45-7 ALUMINUM PAINT","(GILASTIC) HEAT RESI"
"303104","1204332","CIRCUIT FAL36020","BREAKER (20 AMP LINE      C3-S9"
"303117","1204333","CIRCUIT BREAKER CH360","C5-S3"
"303118","1204334","BREAKER 175 AMP.I-LINE","JJA36175 C5-S7"
"303119","1204335","CIRCUIT BREAKER FA34030","(30 AMP I-LINE)       C6-S4"
"303120","1204336","CIRCUIT BREAKERS LA36400","400 AMP SQUARE D    C5-S6"
"303122","1204337","CIRCUIT FAL36060","BREAKER (60 AMP L & L)      C6-S3"
"304197","1204338","FUSE (AGX-1/16)","C7-S5"
"304198","1204339","FUSE REFILL FUNIT SM-4","(122100R4)     C9-S7"
"304199","1204340","FUSE REFILL UNIT  SM-4","(125 E AMP)      C9-S8"
"304200","1204341","FUSE 15KLH-125E 125A/15KV","EATON      D2-FL"
"419306","1204342","DODGE GEAR","REDUCER-5.62:1 RATIO   W6-B2"
"417387","1204343","BEARING, #22220 E/C3","SKF STRAIGHT BORE       I3-S2"
"413462","1204344","HOSE, 1"", HYDRAULIC, #16M3K","4657-1163   W23-FL"
"413463","1204345","HOSE, 1-1/4"", HYDRAULIC, 20G1","100R1T-BRD, 4657-0646  W-23"
"419331","1204346","SPEED REDUCER, #F726-60-B5-G","REDUCER-60:1 RATIO     W6-B1"
"419333","1204347","HUB CITY GEAR","REDUCER-15:1 RATIO     W6-B1"
"419340","1204348","REDUCER SPEED 107TL 20-1 RATIO","W6-B2"
"417425","1204349","BEARING, 20222 MB","I3-S12"
"417426","1204350","BEARING 6020 NRJ","I3-S12"
"417428","1204351","BEARING THRUST 51228","I4-S7"
"421191","1204352","3/8"" UNION SCH. 80","J2-S7"
"419170","1204353","413366-E FRICTION DISC","J4-S2"
"417430","1204354","BEARING MA5213","I3-S2"
"419173","1204355","SPRING, WHEEL END, #E010079","J4-S2"
"417431","1204356","BEARING M5213TV","I3-S12"
"419174","1204357","602018-12 A SPRING","J4-S2"
"419177","1204358","WHEEL END SPRING","BLOCK MAGNETEK BRAKE      J4-S2"
"419178","1204359","EO10080 MAIN SPRING","MAGNETEK BRAKE       J4-S2"
"519105","1204360","MICRON FILTER 2020-001-0051 5","FILTER ELEMENT   K6-S9"
"417432","1204361","BEARING NU314M","I3-S6"
"417434","1204362","INNER RACE MI-47","I2-S6"
"417366","1204363","BEARING, THRUST,  #RWCT19","I-9   FOR #3 CRANE HOOK      I4-S3"
"418410","1204364","SPROCKET 80BS11, 1-1/8""","J6-S6"
"519117","1204365","ANALOG MODULE 3600-003-0011 4P","INDUCTION MELT. FURN.   K5-S7"
"519118","1204366","OUTPUT MODULE.3600-004-0003 16","OUTPUT MODULE       K5-S7"
"519119","1204367","POWER SUPPLY 3600-005-0004","K5-S8"
"418391","1204368","SPROCKET 60BTB26, 2012 DODGE","W/2012 TAPER      J6-S2"
"418392","1204369","SPROCKET TLB636 DODGE","W/2012 TAPER     J6-S2"
"418393","1204370","SPROCKET 60BTB45, 2012 DODGE","W/2012 TAPER     J6-S2"
"519120","1204371","CONVERTER 3600-006-0033","CONVERTER SERIAL TO FIBER OPTIC       K5-S7"
"418394","1204372","SPROCKET 80BS12 DODGE, 1-1/4""","W/1 1/4"" BORE        J6-S3"
"519121","1204373","DICU CARD 3602-002-0036","MAIN PROCESSOR CARD FOR DICU CPU-1      K5-S8"
"418395","1204374","SPROCKET  TLB815","J6-S3"
"519122","1204375","3602-002-0037 dicu digital i/o","DIGITAL I/O CARD  SIO-1        K5-S8"
"519123","1204376","3602-002-0038 * dicu rectifier","RECTIFIER CONTROL CARD GRS-1     K5-S8"
"519124","1204377","3602-002-0041 dicu rectifier","RECTIFIER FIRING PULSE CARD  GRE-1     K5-S8"
"418396","1204378","SPROCKET DODGE TLB820","W/2517 TAPER      J6-S3"
"418397","1204379","SPROCKET DODGE TLB8021","80BTB21 2517                     J6-S4"
"519125","1204380","DICU INVERTER 3602-002-0040","DICU INVERTER CONTROL CARD WRS-1  K5-S8"
"522341","1204381","9107L0139 FITTING","M8-S11"
"530219","1204382","IGNITION TRANS, G74","PRI.V120 SEC.V.6000  4065-6N1-6A           O3-S1"
"530220","1204383","REGULATOR, 7350-01","O3-S3"
"522344","1204384","2040F0131 LEVER","M6-S4"
"522345","1204385","9107L7171 SOLENOID VALVE","M8-S5"
"518137","1204386","CONTACT SHOES 100S","B1-S5"
"522348","1204387","NUT, KM5 SKF LOCK","2013F2231     M4-S2"
"522349","1204388","9107L5408 VALVE","M8-S8"
"526801","1204389","IDLER, TROUGHING C5-35TE-24SB","24"" 35 DEG."
"528310","1204390","SANDPAPER, 400 GRIT","WET OR DRY      R3-S5"
"528312","1204391","GRINDING WHEEL, A60/80","8"" X 1"" X 3/4""                R3-S7"
"528313","1204392","GRINDING WHEEL, CARBORUNDUM","12 X 2 X 1-1/4       R3-S7"
"528318","1204393","GRINDING WHEEL, A46-P6-V6","12 X 2 X 1-1/4      R3-S8"
"528319","1204394","GRINDING DISC, A-24-HP","5/8"" X 1/4"" X 4""   R3-S5"
"522350","1204395","2040F0301 BOLT","M6-S7"
"812406","1204396","MYSTIK JT 6 HI TEMP 5 GAL PAIL","OIL ROOM"
"522352","1204397","2040D0711 PRESSURE GAUGE","M7-S9"
"302088","1204398","PHOTO ELECTRIC CH1384B-6501","80 SERIES 12FT. DIFFUSE REFLECTIVE     B3-S6"
"302089","1204399","BALL SWIVEL MOUNT CH6181A-6501","CH6181A-6501 80 SERIES PHOTO ELECTRIC  (INSIDE DIA.=50 INCHES)"
"415609","1204400","05020758X16FRCL6 *ROD 1-1/2-12","THREAD WVITON SEALS 3 EA. REED SWITCH NOPAK FOR AUTO"
"418562","1204401","BELT, 2200PHT 8M-60","183--ON FENCE"
"523219","1204402","BEARING, 3"" PEER #G207KRR28","{HEAVY DUTY} FOR SCHEDULE 40 PIPE        L4-S7"
"527182","1204403","BOLT, SAE, 91286A512, 3/4 X 3","GRADE 8 (PACK OF 5)       N2-S3"
"532140","1204404","ACTUATOR,BUTTERFLY 74923042","VALVE,MB7RQ   REPLACES BOTH 74912945&74922365     O4-S7"
"106090","1204405","TAPE, REFLECTIVE BRIGHT 2100","26620   B3-S4"
"421806","1204406","8"" SLIP ON FLANGE","J1-S3"
"421807","1204407","3"" SLIP ON FLANGE","J1-S3"
"419148","1204408","140A1255 BRAKE HUB","6"": ORLEY MYER  PLEASE LEAVE HUB BLANK DO NOT BORE"
"419149","1204409","94216L COMPRESSION SPRING","J5-S6"
"419150","1204410","94218L COMPRESSION SPRING","J5-S6"
"416002","1204411","CONVEYOR, POURING LINE","#803899 GRAVITY CONVEYOR    (MAINT. BONEYARD)"
"519195","1204412","51025K224 1/4 OD TUBE TEES","BRASS      K6-S7"
"302087","1204413","PHOTO ELECTRIC CCH88800C-6501","UNIT-HIGH CURRENT INPUT 90-132 VAC:OUTPUT 1 AMP   B3-S6"
"419151","1204414","97006L DISC: REULAND","MAGNETIC BRAKE      J5-S11"
"416101","1204415","CONVEYOR BELT, C-150","3/16"" THICK, 17-3/4"" WIDE, 19'4"" LONG 2 PLY OPEN ENDED"
"419152","1204416","DISC KIT STABILIZER","PTC 5-66-8351-00          J5-S4"
"419153","1204417","1/4-28X1""BRASS F/H C/S","WITH NUTS   J5-S6"
"419154","1204418","BRAKE LINING WAGNER  JD-23024","J5-S6"
"416396","1204419","BUSHING, 1610 1-1/4"" W/ KW","TAPERLOCK        H1-S2"
"415350","1204420","05433732 ASCO VALVE 1""","NPT 2 WAY N.C.      H8-S13"
"418435","1204421","SPROCKET 2 1/4"" 80B14 SB-1","MARTIN 2 1/4 BORE KW&SS      J5-S1"
"302037","1204422","CABLE L32008-5-M","B2-S8"
"418436","1204423","SPROCKET FB100-13 1-3/4""","MARTIN 3/8 KEYWAY 100CHAI       J5-S1"
"421401","1204424","NIPPLE 3/8""X2"" SS SCH 40","40 PIPE NIPPLE       J2-S5"
"416399","1204425","BUSHING, 1610 1-1/2""","TAPERLOCK      H1-S2"
"523260","1204426","DUALSTAT FOR BOILER","PART#600887     L6-S1"
"523261","1204427","VALVE, 2"" GAS FOR BOILER","PART#601363  L6-S1"
"523262","1204428","KIT, SAFETY VALVE FOR BOILER","PART#004096F HAS V88A1709 ON VALVE     L6-S1"
"302387","1204429","RELAY 11 PIN BASE FOR 8511 115","RELAY    C2-S4"
"204860","1204430","TIMING RELAY, 11 PIN, 8511A240","B3-S1"
"416393","1204431","TAPERLOCK BUSHING 1610-1""","H1-S2"
"418633","1204432","BELT, 5VX1700","20&21--ON FENCE"
"517471","1204433","VALVE, RELIEF 590536 E05S","MODEL CT 06 B 50 VICKERS PRESSURE 125 TO 1000    K3-S7"
"307308","1204434","6"" X 9"" 2.5 WATTS/ 35765K182","SQ IN     E1-S7"
"307309","1204435","1"" X 24"" 5 WATTS/ 35765K172","SQ IN    E1-S7"
"418150","1204436","L150 X 1.750 BORE C&PLING HALF","J8-S4"
"523862","1204437","STEEL INSERT 30MM X 3.5 PITCH","(93520A229) FOR CLANSMAN       L1-S4"
"306200","1204438","PUMP, WATER BELL-GOSSETT 1531","MODEL #1.25AC 6.0BF/40GPM/155FT/5HP-3500RPM/182JM FRAME/SN2336661-C03"
"519198","1204439","2-1/2 NUT IP#103-6072-9","K6-S7"
"418446","1204440","SPROCKET 50BTB17, 1610","50 CHAIN      J5-S6"
"418447","1204441","SPROCKET 23 TOOTH 2012","50 CHAIN       J5-S4"
"522448","1204442","2050P1410 RAM DRAW ROD","M3-STANDING"
"421409","1204443","PIPE CLAMPS (6815K44)","LOW PRESSURE TYPE,304 STAINLESS STEEL,FOR 1 1/2"" PIPE   J3-S1"
"416183","1204444","BELT, 220, 2 PLY","20"" WIDE X 45' LONG W/ 3/16X1/16 COVER       W92-FL"
"523267","1204445","PROTECTOR, MOTOR","K-64-07-141-020  L6-S2"
"523271","1204446","CONTACT,AUXILIARY","K-64-06-201-012  L6-S2"
"303232","1204447","JOYSTICK 2 POSITION  ECX1510","MOMENTARY   C7-S3"
"523276","1204448","CONTROLLER-TEMPERATURE DC3200","K-21-01-020-302 (EE-100R-240-00000-00-0)    L6-S3"
"523277","1204449","CONTROLLER-TEMPERATURE DC2500","DC2500-EE-1000-110-00000-00-0   K-21-01-020-200  L6-S3"
"418342","1204450","HALF LINKS FOR 240-2 CHAIN","PART# 00153940     J7-S6"
"305098","1204451","LAMPS, RED (DAM1152F)","LED LAMPS 120V       M3-S7"
"305097","1204452","LAMPS, LED GREEN (DAM23761A)","120V   M3-S7"
"532141","1204453","BURNER 4834-2-SZ/30/X9736","FOR: #6 FURNACE W-76"
"519190","1204454","94812 A620 OFF-WHITE NYLON 6/6","HEX NUT 1/2""-13  K6-S6"
"527186","1204455","TRANSMITTER, HMT330, HUM/TEMP","3Q0B131BCAC200A0AACBAA1      N2-S4"
"418634","1204456","BELT, BX136 TRI-POWER","33--ON FENCE"
"533138","1204457","IGNITER AUBURN TYPE#I-31-1","O5-S1"
"306201","1204458","MOTOR, 25 HP 3525 RPM","284T FRAME HEAVY DUTY                          W5-B1"
"538899","1204459","VALVE, 2"" BUTTERFLY U8649B-2","PART# UP-1627      L8-S1"
"801099","1204460","BRUSH-SWEEP 35324","50LG-8DR P&W         W18-FLOOR"
"801098","1204461","BRUSH-SIDE SWEEP 70649","26D ASSY. POLY     W18-FLOOR"
"415399","1204462","KOHLER AIR FILTER 42297","47-083-03 209 F1T       H6-S2"
"529600","1204463","BACK CLAMP ARMS","FOR THE AUTOMATIC GRINDING TABLE #2 (N2-S1)"
"302591","1204464","CONTACTOR, 3 POLE VACUUM","#VC77U03415-76 JOSLYN & CLARK 400AMP 1500VOLT  T5-S2"
"306185","1204465","MOTOR, 100 HP 1770RPM","405T FRAME  # 3 ARC BAG HOUSE FAN             W4-T"
"418499","1204466","BELTS 5VX960","FOR TB 54 ON TCF SO#230834     136--ON FENCE"
"523854","1204467","STRIKER (FOR CLANSMAN)","CDL PART# 11060393     L1-FL"
"302109","1204468","SENSOR, A-B PHOTO ELECTRIC","42GRP9042                   B2-S9"
"520176","1204469","1-1/2""  4437K55 REFILL","CARTRIDGE       K7-S3"
"302111","1204470","SWITCH, MICRO (MICBZ2RQ181A2)","B2-S8"
"419297","1204471","GEAR BOX NOBAKE MIXER","SOM PG101 PC/CPN 210 875EB 4.43-1 PGO101PC4XX12014"
"523861","1204472","PISTON KIT URETHANE PK502HLL01","FOR GRIPPER CYLINDER    L2-S1"
"523860","1204473","ROD KIT URETHANE RK2HLTS351","FOR GRIPPER CYLINDER      L2-S1"
"523869","1204474","AIR DUCT ADAPTER FOR CLANSMAN","L1-S6"
"523886","1204475","VALVE, SERVO CONTROL (250L/MIN)","CDL PART# 23160387 MDL#(890-0018X)     L1-S4"
"524462","1204476","REDUCER, M20 TO M16","PART# 133542          N5-S6"
"419127","1204477","5144476 SPRING FOR G.E.","MAGNETIC BRAKE      J5-S7"
"419130","1204478","#1335 BRASS SCREW:","HORTON AIR BRAKE       J5-S7"
"419131","1204479","443 INTERNAL","RETAINING RING      J5-S7"
"517708","1204480","ULTRA-VIOLET (CAT-EYE) 5GAL.","***GREEN***       K3-FL&S9"
"419132","1204481","455 EXTERNAL RETAINING RING","RETAINING RING      J5-S8"
"419133","1204482","5092 FRICTION FACING:","HORTON AIR BRAKE     J5-S8"
"520153","1204483","UNION 12HTX PER B-1269-1","K6-S1"
"419134","1204484","5143 SHOULDER BOLT 8""","J5-S8"
"416291","1204485","7.0 3GROOVE C BELT","T/L SHEAVE  2517       H3-S6"
"416292","1204486","SPROCKET P40-8M-85 SD","H2-S2"
"419138","1204487","8296 SHOULDER BOLT","HORTON AIR BRAKE        J5-S3"
"418125","1204488","COVER & GRID ASSY, 1050T10","(FALK)      J9-S5"
"418126","1204489","COVER & GRID ASSY, 1060T10","(FALK)     J9-S5"
"418127","1204490","20T GRID FOR TAPERED","STEEL FLEX COUPLING      J9-S5"
"418128","1204491","40T GRID FOR FALK COUPLING","STEED FLEX COUPLINGC      J9-S5"
"419139","1204492","8297 SPRING:","HORTON AIR BRAKE       J5-S3"
"418129","1204493","GRID FOR FALK COUPLING, 1050T","STEEL FLEX COUPLING      J9-S5"
"418130","1204494","50T10 SEAL KIT (FALK)","J9-S5"
"418131","1204495","60T GRID (FALK)COUPLING","J9-S4"
"418132","1204496","70T GRID (FALK)","J9-S5"
"519136","1204497","SNEH-B00309P6 RECT HV MDL3.2KV","RECT HV MDL 3.2 KV   K5-S4"
"519148","1204498","COPPER SILVER PLATING","SOLUTION 16 OZ.      K6-S3"
"519159","1204499","YOKE ASSY. FOR ABB","BOLT NUT THREE WASHERS AND BRACKET     K7-FL"
"418579","1204500","BELT, 3VX900","93--ON FENCE"
"418580","1204501","BELT, 3VX950 COGGED V-BELT","127--ON FENCE"
"418582","1204502","BELT, 3150-14MGT-85 POWERGRIP","NOTCHED TIMING BELT            185--ON FENCE"
"418583","1204503","3230HV1060 VARIABLE SPEED","BELT WOODS BY GOODYEAR     178--ON FENCE"
"418586","1204504","BELT, 3VX400","23--ON FENCE"
"418587","1204505","BELT, 4L470","157--ON FENCE"
"418589","1204506","BELT, 3VX630","79--ON FENCE"
"418594","1204507","BELT, 45VX900 SUPER HC","POWER BAND BELT      175--ON FENCE"
"418547","1204508","BELT, 2230V275 MULTISPEED","91--ON FENCE"
"418548","1204509","BELT, BX32 V-BELT","12--ON FENCE"
"419403","1204510","SIZE 70 TORQUE TAMER (DODGE)","SIZE 70 2"" BORE       J4-S7"
"418528","1204511","BELT, BX57","121&122--ON FENCE"
"418529","1204512","BELT, BX58 COGGED","125/126--ON FENCE"
"418530","1204513","BELT, BX59","146--ON FENCE"
"418531","1204514","BELT, BX66 V-BELT","139--ON FENCE"
"418532","1204515","BELT BX68","124--ON FENCE"
"418549","1204516","BELT, BX35 V-BELT","13--ON FENCE"
"527135","1204517","COUPLING, ZN 70 SAI","N3-S4"
"816600","1204518","OIL DRY  FLOOR","ABSORBENT 50# BAGS        SECTION N"
"523902","1204519","VALVE,DUAL RELIEF SPMDD-T4P-25","RELIEF VALVE(38-002 & 18-001)      M9-S2"
"404602","1204520","MISC BOLTS","MAINT SHOP"
"519527","1204521","LOCK WASHER W-12","K6-S6"
"407543","1204522","FEMALE #25F","COUPLER 1/2"" NPT  F5-S3"
"407544","1204523","PUSH LOCK  24-5BP 3/8""","HOSE COUPLER  F5-S2"
"523941","1204524","WEAR PLATE, PT-15359","FOR PANGBORN       M10-FL"
"520511","1204525","BUSHING 6-2-43","MODEL F GEAR BOX              L4-S3"
"523942","1204526","BLADE, 444903","WHEELABRATOR SWING TABLE     N10-S2"
"532121","1204527","VALVE,BUTTERFLY 74105882 2""FLG","SOLENOID VALVE 2"" MK50 **FOR ITEM# (00532140)    O4-S6"
"523943","1204528","SEAL KIT, L700-3400-400","M10-S6"
"523944","1204529","CENTERING PLATE, 417089","(WHEELABRATOR)       N10-S1"
"417441","1204530","BEARING, 6308-2RS","I4-S2"
"538916","1204531","RUBBER SEAL, 8""","FOR FIG. 100 BUTTERFLY      P7-S1"
"609142","1204532","MICARTA, 1/2"" X 36"" X 36""","MICARTA BOARD       U7"
"306711","1204533","DIODE ECG 6008","D5-S2"
"519154","1204534","2017-085-0029 WATER COOLED","POWER CABLE 107"" LONG    X-4"
"519155","1204535","2017-085-0045 WATER COOLED","POWER CABLE 100"" LONG    X-4"
"415444","1204536","AIR FILTER 19-3078","W-34"
"408674","1204537","RECIPROCATING SAW BLADE, 6"" L","6"" LONG  (FOR METAL CUTTING)         G1-S2"
"523162","1204538","DUST BAG, STEELCRAFT","DB-STL50-10-567 4.5"" X 124-3/4"" L SNAPIN DESIGNDISC BTTM W/2"" WS 16OZ"
"801231","1204539","JAN, SOFT SOAP","P1-S2"
"404603","1204540","1""X5 3/4""USS GR-5 HX HD BOLT","F7-S4"
"603273","1204541","XA/BB/GA-3CA  ASTM A128A","SHREDDER GRATE  AMSCO PART NO: 600264"
"417504","1204542","ADAPTER, SNW26 X 4-7/16""","I1-S1"
"520514","1204543","WORM & SHAFT ASSY. 2365-1079-2",": MODERN  K8-FL"
"609136","1204544","HOSE, BRAIDED SS W/MALE","PIPE 1 1/2"" X 10'        P-END"
"520515","1204545","GEAR HUB ASSEMBLY 2365-1060-2","K-END"
"609124","1204546","BRAKE LINE, B620","(STEEL) 3/8 X 20      P5-S2"
"609154","1204547","HOSE, 1-1/2"" X 5& LONG SS","BRAIDED GAS HOSE       P6-S10"
"609404","1204548","TUBING, 5/8"" O.D. COPPER","P7-S6"
"306720","1204549","RESISTOR (1000","OHM 1/2 WATT)      D5-S6"
"306721","1204550","RESISTOR (35 OHM","12 1/2 WATT)      D5-S4"
"306722","1204551","RESISTOR 2AV-15","(WIREWOUND)     D5-S5"
"307129","1204552","COIL (120V 1887-1","60 CY-110V 50 CY)    E1-S2"
"520512","1204553","BUSHING 6-2-34","MODEL F GEAR BOX     K8-S9"
"524236","1204554","MICROPUMP, K-28-011-125-102","N8-S8"
"519150","1204555","SI-1200 21FT-4 GEO-2-339-152","WATER COOLED ABB CABLE 2017-085-1650 (249"")RT SIDE W-95"
"519160","1204556","FLOW SWITCH 3406-003-0027","K6-S9"
"523218","1204557","PUMP, 1.6 PB 5.2D-R80S0 GEAR","MACHINE SERIAL# MS-6198  MODEL# 1500      L4-S7"
"413549","1204558","HYDRAULIC FITTING 6-6FBU-S MALE","G6-S9"
"413550","1204559","HYDRAULIC FITTING 8-8-FBU-S MALE CO","PARKER FERULOK      G6-S9"
"523308","1204560","SPRINGS 465","L3-S4"
"523310","1204561","SHEAVE CABLE 8"" DIAMETER","1-1/4"" X 1-1/4"" BORE      L3-S4"
"401203","1204562","BOLT, STOVE USS 5/16"" X 1""","E9-S9"
"401204","1204563","BOLT, STOVE  USS 5/16""X3""","E9-S9"
"401207","1204564","BOLT, STOVE USS 1/2"" X 4""","E9-S7"
"401301","1204565","MMSS USS HEX HD BOLT 12X35","E9-S7"
"413806","1204566","HYDRAULIC MOTOR, M3700A767AZUS3062","PERMCO W6-B3"
"517129","1204567","G11WS800 RESISTOR BANK CUTLER","CUTLER HAMMER TYPE GRID 8 OHM 25 AMP       K3-S8"
"107204","1204568","13632 PAINT ROLLER PAN","DO NOT USE SEE 00107113          B7-S3"
"304608","1204569","FUSE HOLDER","GOSUSCCI1 GOULD USCCI1FUSE HLD 1 POLE          D9-S2"
"302376","1204570","RELAY PIN RH2BUAV120 120V 8","C2-S6"
"302377","1204571","RELAY BASE IDCSH2BO5","C2-S6"
"416419","1204572","BUSHING, 2012 1-1/4""","TAPERLOCK        H1-S3"
"418631","1204573","BELT, BX100 GATES","27&28--ON FENCE"
"535416","1204574","VALVE, INJECTION CHECK, 10501","001-H00068.88      O9-S1"
"816874","1204575","ACID SUIT LARGE","Q7-S3"
"538078","1204576","LEATHER FLAPPER, 5436K64 4""","P8-S4"
"302090","1204577","DIFFUSE, 72"", #CH1352B-6511","REFLECTIVE 90-132 VAC (B3 SHELF-9)    B3-S7"
"418632","1204578","BELT, BX-97","38--ON FENCE"
"521427","1204579","WMS1C50 1P 50A C CRV CKT","L9-S2"
"521428","1204580","WMS1D05 SP 5A SUPPLEMENT C","L9-S2"
"521429","1204581","WMS1D02 1P 2A D CRV CKT","L9-S2"
"521430","1204582","WMS1D03 1P 3A D CRV CKT","L9-S2"
"521432","1204583","FDB3060L 60A 3P CKT BRKR","L9-S3"
"536443","1204584","NF94447-11200 NASH  ROLLER,","MAIN(S)     P9-S4"
"527187","1204585","B-LOCK B112 HEAVY DUTY SERIES","B112IN X 5-15/16"" B-LOC    N2-S9"
"302933","1204586","HEATER ELEMENT, CHFH17","C3-S7"
"522588","1204587","2052B1650, 1000 X 75 X 10","CAPPING STRIP    W-89"
"527177","1204588","IDLER HUB, BREAKER DRUM","IDLER HUB WITH TAPER LOCK       W-83"
"420299","1204589","027271  TROLLEY","J3-S5"
"420300","1204590","TOW TROLLEY 27277","J3-S5"
"523248","1204591","CONTACTOR, A-B 100-C16ZJ10","L3-S4"
"521333","1204592","00407 HEX HEAD","SCREW M20X60      K9-S3"
"522560","1204593","2023C4851 BUTT STRAP PIN","M5-S4"
"532104","1204594","AUBURN SPARK INGNITER I-6","O4-S4"
"522284","1204595","9105F0077 ""O"" RING","M7-S4"
"801272","1204596","JAN, PAPER TOWELS 284-8""X800FT","(01040) ROLL WHITE TURN PAPER TOWELS       W21-FL"
"801216","1204597","JAN, DISPENSER EMBOSSED","NAPKINS 7 1/4""X13 1/2      W21-FL"
"522353","1204598","9105F0277 SCRAPER RING","M7-S2"
"520150","1204599","1201 RED ENAMEL","INSULATING PAINT      K8-S3"
"522429","1204600","9107L6702 BRACKET","M8-S6"
"522387","1204601","9107L5431 SOLENOID VALVE","M8-S7"
"204602","1204602","PRESSURE SWITCH 836T-T302J","B4-S6"
"204603","1204603","PRESSURE SWITCH C6097A1053","HONEYWELL R.2-20"" 1-3 DIF    B3-S5"
"302912","1204604","OVERLOAD HEATERS W-42","HEATER ELEMENT   C4-S2"
"302913","1204605","OVERLOAD HEATERS CC-121","C5-S2"
"302914","1204606","OVERLOAD HEATERS N-23","C4-S4"
"204848","1204607","TIMER 7084K2R  .6 - 25","SECOND SOLID STATE     B3-S11"
"302805","1204608","OVERLOAD HEATERS N-34","C4-S4"
"302806","1204609","OVERLOAD HEATERS H-1018","C4-S2"
"302807","1204610","OVERLOAD HEATERS H-1019","C4-S2"
"302808","1204611","OVERLOAD HEATERS H-1021","C4-S2"
